lat,long,time,rawpm,calibpm
22.54,88.34,3/29/2023 1:00,55.87,38.21151945
22.54,88.35,3/29/2023 1:00,57.22,38.57335351
22.56,88.35,3/29/2023 1:00,49.62,37.14596891
22.56,88.39,3/29/2023 1:00,62.86,39.74644323
22.57,88.36,3/29/2023 1:00,53.27,38.12426102
22.57,88.37,3/29/2023 1:00,57.36,39.22048423
22.59,88.36,3/29/2023 1:00,56.5,37.79058694
22.6,88.41,3/29/2023 1:00,58.84,38.66898179
22.46,88.37,3/29/2023 2:00,57.02,37.85708388
22.5,88.35,3/29/2023 2:00,53.83,36.74471705
22.52,88.34,3/29/2023 2:00,58.58,38.01783691
22.54,88.34,3/29/2023 2:00,52.61,37.52939722
22.54,88.35,3/29/2023 2:00,55.3,38.2503851
22.56,88.35,3/29/2023 2:00,46.57,36.48954399
22.56,88.39,3/29/2023 2:00,61.97,39.48005047
22.57,88.36,3/29/2023 2:00,50.57,37.56164493
22.57,88.37,3/29/2023 2:00,54.65,38.65518789
22.59,88.36,3/29/2023 2:00,48.89,35.62735182
22.6,88.41,3/29/2023 2:00,50.2,36.32539346
22.46,88.37,3/29/2023 3:00,46.98,35.21421561
22.5,88.35,3/29/2023 3:00,45.59,34.60644784
22.52,88.34,3/29/2023 3:00,46.34,34.80746677
22.54,88.34,3/29/2023 3:00,41.72,34.56864051
22.54,88.35,3/29/2023 3:00,44.52,35.31911117
22.56,88.35,3/29/2023 3:00,37.63,34.08159438
22.56,88.39,3/29/2023 3:00,46.16,35.25143297
22.57,88.36,3/29/2023 3:00,40.63,34.88567008
22.57,88.37,3/29/2023 3:00,47.37,36.69216016
22.59,88.36,3/29/2023 3:00,41.24,33.70676674
22.6,88.41,3/29/2023 3:00,44.63,34.84135436
22.46,88.37,3/29/2023 4:00,39.38,33.25444513
22.5,88.35,3/29/2023 4:00,42.38,33.86761546
22.52,88.34,3/29/2023 4:00,38.33,32.78211326
22.54,88.34,3/29/2023 4:00,34.31,32.62848573
22.54,88.35,3/29/2023 4:00,36.48,33.21010049
22.56,88.35,3/29/2023 4:00,29.12,31.82950184
22.56,88.39,3/29/2023 4:00,35.95,32.5325674
22.57,88.36,3/29/2023 4:00,32.87,32.83459647
22.57,88.37,3/29/2023 4:00,35.32,33.4912583
22.59,88.36,3/29/2023 4:00,32.77,31.54869841
22.6,88.41,3/29/2023 4:00,32.37,31.57303706
22.46,88.37,3/29/2023 5:00,36.95,32.64935
22.5,88.35,3/29/2023 5:00,41.53,33.64169289
22.52,88.34,3/29/2023 5:00,33.04,31.36615865
22.54,88.34,3/29/2023 5:00,31.5,31.85488125
22.54,88.35,3/29/2023 5:00,33.31,32.34000693
22.56,88.35,3/29/2023 5:00,25.64,30.94119305
22.56,88.39,3/29/2023 5:00,31.8,31.52918291
22.57,88.36,3/29/2023 5:00,29.21,31.89804314
22.57,88.37,3/29/2023 5:00,32.28,32.72088061
22.59,88.36,3/29/2023 5:00,29.45,30.49839717
22.6,88.41,3/29/2023 5:00,29.82,30.99849295
22.46,88.37,3/29/2023 6:00,37.19,32.68116883
22.5,88.35,3/29/2023 6:00,40.97,33.61502626
22.52,88.34,3/29/2023 6:00,35.87,32.24809756
22.54,88.34,3/29/2023 6:00,32.57,32.08698606
22.54,88.35,3/29/2023 6:00,33.59,32.3603718
22.56,88.35,3/29/2023 6:00,25.47,30.89182791
22.56,88.39,3/29/2023 6:00,32.19,31.57611325
22.57,88.36,3/29/2023 6:00,29.34,31.92908557
22.57,88.37,3/29/2023 6:00,31.85,32.60182891
22.59,88.36,3/29/2023 6:00,28.04,30.19300196
22.6,88.41,3/29/2023 6:00,29.07,30.73987452
22.46,88.37,3/29/2023 7:00,33.63,31.9413409
22.5,88.35,3/29/2023 7:00,39.61,33.88997258
22.52,88.34,3/29/2023 7:00,38.6,33.6192671
22.54,88.34,3/29/2023 7:00,35.02,33.18849526
22.54,88.35,3/29/2023 7:00,35.87,33.41631671
22.56,88.35,3/29/2023 7:00,27.43,32.3053941
22.56,88.39,3/29/2023 7:00,30.94,31.42852307
22.57,88.36,3/29/2023 7:00,31.73,33.45790261
22.57,88.37,3/29/2023 7:00,34.07,34.08508166
22.59,88.36,3/29/2023 7:00,29.36,30.70550521
22.6,88.41,3/29/2023 7:00,29.3,30.98896168
22.46,88.37,3/29/2023 8:00,30.79,32.5784845
22.5,88.35,3/29/2023 8:00,36.81,34.69037048
22.52,88.34,3/29/2023 8:00,34.01,33.93989982
22.54,88.34,3/29/2023 8:00,33.73,34.19973737
22.54,88.35,3/29/2023 8:00,36.62,34.9743303
22.56,88.35,3/29/2023 8:00,28.16,33.96427236
22.56,88.39,3/29/2023 8:00,29.02,32.12506926
22.57,88.36,3/29/2023 8:00,32.31,35.07657709
22.57,88.37,3/29/2023 8:00,34.5,35.66355235
22.59,88.36,3/29/2023 8:00,30.26,32.26667388
22.6,88.41,3/29/2023 8:00,31.01,32.65843947
